date,season,home_team,away_team,pts_home,pts_away,home_team_wins
2021-07-20,2020,Milwaukee Bucks,Phoenix Suns,105,98,TRUE
2021-07-17,2020,Phoenix Suns,Milwaukee Bucks,119,123,FALSE
2021-07-14,2020,Milwaukee Bucks,Phoenix Suns,109,103,TRUE
2021-07-11,2020,Milwaukee Bucks,Phoenix Suns,120,100,TRUE
2021-07-08,2020,Phoenix Suns,Milwaukee Bucks,118,108,TRUE
2021-07-06,2020,Phoenix Suns,Milwaukee Bucks,118,105,TRUE
2021-07-03,2020,Atlanta Hawks,Milwaukee Bucks,107,118,FALSE
2021-07-01,2020,Milwaukee Bucks,Atlanta Hawks,123,112,TRUE
2021-06-30,2020,Los Angeles Clippers,Phoenix Suns,103,130,FALSE
2021-06-29,2020,Atlanta Hawks,Milwaukee Bucks,110,88,TRUE
2021-06-28,2020,Phoenix Suns,Los Angeles Clippers,102,116,FALSE
2021-06-27,2020,Atlanta Hawks,Milwaukee Bucks,102,113,FALSE
2021-06-26,2020,Los Angeles Clippers,Phoenix Suns,80,84,FALSE
2021-06-25,2020,Milwaukee Bucks,Atlanta Hawks,125,91,TRUE
2021-06-24,2020,Los Angeles Clippers,Phoenix Suns,106,92,TRUE
2021-06-23,2020,Milwaukee Bucks,Atlanta Hawks,113,116,FALSE
2021-06-22,2020,Phoenix Suns,Los Angeles Clippers,104,103,TRUE
2021-06-20,2020,Phoenix Suns,Los Angeles Clippers,120,114,TRUE
2021-06-20,2020,Philadelphia 76ers,Atlanta Hawks,96,103,FALSE
2021-06-19,2020,Brooklyn Nets,Milwaukee Bucks,111,115,FALSE
2021-06-18,2020,Atlanta Hawks,Philadelphia 76ers,99,104,FALSE
2021-06-18,2020,Los Angeles Clippers,Utah Jazz,131,119,TRUE
2021-06-17,2020,Milwaukee Bucks,Brooklyn Nets,104,89,TRUE
2021-06-16,2020,Philadelphia 76ers,Atlanta Hawks,106,109,FALSE
2021-06-16,2020,Utah Jazz,Los Angeles Clippers,111,119,FALSE
2021-06-15,2020,Brooklyn Nets,Milwaukee Bucks,114,108,TRUE
2021-06-14,2020,Atlanta Hawks,Philadelphia 76ers,103,100,TRUE
2021-06-14,2020,Los Angeles Clippers,Utah Jazz,118,104,TRUE
2021-06-13,2020,Milwaukee Bucks,Brooklyn Nets,107,96,TRUE
2021-06-13,2020,Denver Nuggets,Phoenix Suns,118,125,FALSE
2021-06-12,2020,Los Angeles Clippers,Utah Jazz,132,106,TRUE
2021-06-11,2020,Atlanta Hawks,Philadelphia 76ers,111,127,FALSE
2021-06-11,2020,Denver Nuggets,Phoenix Suns,102,116,FALSE
2021-06-10,2020,Milwaukee Bucks,Brooklyn Nets,86,83,TRUE
2021-06-10,2020,Utah Jazz,Los Angeles Clippers,117,111,TRUE
2021-06-09,2020,Phoenix Suns,Denver Nuggets,123,98,TRUE
2021-06-08,2020,Philadelphia 76ers,Atlanta Hawks,118,102,TRUE
2021-06-08,2020,Utah Jazz,Los Angeles Clippers,112,109,TRUE
2021-06-07,2020,Brooklyn Nets,Milwaukee Bucks,125,86,TRUE
2021-06-07,2020,Phoenix Suns,Denver Nuggets,122,105,TRUE
2021-06-06,2020,Philadelphia 76ers,Atlanta Hawks,124,128,FALSE
2021-06-06,2020,Los Angeles Clippers,Dallas Mavericks,126,111,TRUE
2021-06-05,2020,Brooklyn Nets,Milwaukee Bucks,115,107,TRUE
2021-06-04,2020,Dallas Mavericks,Los Angeles Clippers,97,104,FALSE
2021-06-03,2020,Portland Trail Blazers,Denver Nuggets,115,126,FALSE
2021-06-03,2020,Los Angeles Lakers,Phoenix Suns,100,113,FALSE
2021-06-02,2020,Philadelphia 76ers,Washington Wizards,129,112,TRUE
2021-06-02,2020,New York Knicks,Atlanta Hawks,89,103,FALSE
2021-06-02,2020,Utah Jazz,Memphis Grizzlies,126,110,TRUE
2021-06-02,2020,Los Angeles Clippers,Dallas Mavericks,100,105,FALSE
2021-06-01,2020,Brooklyn Nets,Boston Celtics,123,109,TRUE
2021-06-01,2020,Denver Nuggets,Portland Trail Blazers,147,140,TRUE
2021-06-01,2020,Phoenix Suns,Los Angeles Lakers,115,85,TRUE
2021-05-31,2020,Washington Wizards,Philadelphia 76ers,122,114,TRUE
2021-05-31,2020,Memphis Grizzlies,Utah Jazz,113,120,FALSE
2021-05-30,2020,Atlanta Hawks,New York Knicks,113,96,TRUE
2021-05-30,2020,Los Angeles Lakers,Phoenix Suns,92,100,FALSE
2021-05-30,2020,Boston Celtics,Brooklyn Nets,126,141,FALSE
2021-05-30,2020,Dallas Mavericks,Los Angeles Clippers,81,106,FALSE
2021-05-29,2020,Miami Heat,Milwaukee Bucks,103,120,FALSE
2021-05-29,2020,Portland Trail Blazers,Denver Nuggets,115,95,TRUE
2021-05-29,2020,Washington Wizards,Philadelphia 76ers,103,132,FALSE
2021-05-29,2020,Memphis Grizzlies,Utah Jazz,111,121,FALSE
2021-05-28,2020,Atlanta Hawks,New York Knicks,105,94,TRUE
2021-05-28,2020,Boston Celtics,Brooklyn Nets,125,119,TRUE
2021-05-28,2020,Dallas Mavericks,Los Angeles Clippers,108,118,FALSE
2021-05-27,2020,Miami Heat,Milwaukee Bucks,84,113,FALSE
2021-05-27,2020,Los Angeles Lakers,Phoenix Suns,109,95,TRUE
2021-05-27,2020,Portland Trail Blazers,Denver Nuggets,115,120,FALSE
2021-05-26,2020,Philadelphia 76ers,Washington Wizards,120,95,TRUE
2021-05-26,2020,New York Knicks,Atlanta Hawks,101,92,TRUE
2021-05-26,2020,Utah Jazz,Memphis Grizzlies,141,129,TRUE
2021-05-25,2020,Brooklyn Nets,Boston Celtics,130,108,TRUE
2021-05-25,2020,Phoenix Suns,Los Angeles Lakers,102,109,FALSE
2021-05-25,2020,Los Angeles Clippers,Dallas Mavericks,121,127,FALSE
2021-05-24,2020,Milwaukee Bucks,Miami Heat,132,98,TRUE
2021-05-24,2020,Denver Nuggets,Portland Trail Blazers,128,109,TRUE
2021-05-23,2020,Philadelphia 76ers,Washington Wizards,125,118,TRUE
2021-05-23,2020,Phoenix Suns,Los Angeles Lakers,99,90,TRUE
2021-05-23,2020,New York Knicks,Atlanta Hawks,105,107,FALSE
2021-05-23,2020,Utah Jazz,Memphis Grizzlies,109,112,FALSE
2021-05-22,2020,Milwaukee Bucks,Miami Heat,109,107,TRUE
2021-05-22,2020,Los Angeles Clippers,Dallas Mavericks,103,113,FALSE
2021-05-22,2020,Brooklyn Nets,Boston Celtics,104,93,TRUE
2021-05-22,2020,Denver Nuggets,Portland Trail Blazers,109,123,FALSE
2021-05-21,2020,Golden State Warriors,Memphis Grizzlies,112,117,FALSE
2021-05-20,2020,Washington Wizards,Indiana Pacers,142,115,TRUE
2021-05-19,2020,Memphis Grizzlies,San Antonio Spurs,100,96,TRUE
2021-05-19,2020,Los Angeles Lakers,Golden State Warriors,103,100,TRUE
2021-05-18,2020,Indiana Pacers,Charlotte Hornets,144,117,TRUE
2021-05-18,2020,Boston Celtics,Washington Wizards,118,100,TRUE
2021-05-16,2020,New York Knicks,Boston Celtics,96,92,TRUE
2021-05-16,2020,Toronto Raptors,Indiana Pacers,113,125,FALSE
2021-05-16,2020,Washington Wizards,Charlotte Hornets,115,110,TRUE
2021-05-16,2020,San Antonio Spurs,Phoenix Suns,121,123,FALSE
2021-05-16,2020,Golden State Warriors,Memphis Grizzlies,113,101,TRUE
2021-05-16,2020,Atlanta Hawks,Houston Rockets,124,95,TRUE
2021-05-16,2020,Brooklyn Nets,Cleveland Cavaliers,123,109,TRUE
2021-05-16,2020,Philadelphia 76ers,Orlando Magic,128,117,TRUE
2021-05-16,2020,Detroit Pistons,Miami Heat,107,120,FALSE
2021-05-16,2020,Chicago Bulls,Milwaukee Bucks,118,112,TRUE
2021-05-16,2020,Minnesota Timberwolves,Dallas Mavericks,136,121,TRUE
2021-05-16,2020,New Orleans Pelicans,Los Angeles Lakers,98,110,FALSE
2021-05-16,2020,Oklahoma City Thunder,Los Angeles Clippers,117,112,TRUE
2021-05-16,2020,Portland Trail Blazers,Denver Nuggets,132,116,TRUE
2021-05-16,2020,Sacramento Kings,Utah Jazz,99,121,FALSE
2021-05-15,2020,Brooklyn Nets,Chicago Bulls,105,91,TRUE
2021-05-15,2020,Indiana Pacers,Los Angeles Lakers,115,122,FALSE
2021-05-15,2020,New York Knicks,Charlotte Hornets,118,109,TRUE
2021-05-15,2020,Minnesota Timberwolves,Boston Celtics,108,124,FALSE
2021-05-15,2020,San Antonio Spurs,Phoenix Suns,103,140,FALSE
2021-05-15,2020,Milwaukee Bucks,Miami Heat,122,108,TRUE
2021-05-14,2020,Washington Wizards,Cleveland Cavaliers,120,105,TRUE
2021-05-14,2020,Detroit Pistons,Denver Nuggets,91,104,FALSE
2021-05-14,2020,Philadelphia 76ers,Orlando Magic,122,97,TRUE
2021-05-14,2020,Oklahoma City Thunder,Utah Jazz,93,109,FALSE
2021-05-14,2020,Memphis Grizzlies,Sacramento Kings,107,106,TRUE
2021-05-14,2020,Dallas Mavericks,Toronto Raptors,114,110,TRUE
2021-05-14,2020,Houston Rockets,Los Angeles Clippers,122,115,TRUE
2021-05-14,2020,Golden State Warriors,New Orleans Pelicans,125,122,TRUE
2021-05-13,2020,Charlotte Hornets,Los Angeles Clippers,90,113,FALSE
2021-05-13,2020,Indiana Pacers,Milwaukee Bucks,133,142,FALSE
2021-05-13,2020,New York Knicks,San Antonio Spurs,102,98,TRUE
2021-05-13,2020,Atlanta Hawks,Orlando Magic,116,93,TRUE
2021-05-13,2020,Miami Heat,Philadelphia 76ers,106,94,TRUE
2021-05-13,2020,Memphis Grizzlies,Sacramento Kings,116,110,TRUE
2021-05-13,2020,Chicago Bulls,Toronto Raptors,114,102,TRUE
2021-05-13,2020,Minnesota Timberwolves,Denver Nuggets,103,114,FALSE
2021-05-13,2020,Phoenix Suns,Portland Trail Blazers,118,117,TRUE
2021-05-12,2020,Atlanta Hawks,Washington Wizards,120,116,TRUE
2021-05-12,2020,Brooklyn Nets,San Antonio Spurs,128,116,TRUE
2021-05-12,2020,Cleveland Cavaliers,Boston Celtics,102,94,TRUE
2021-05-12,2020,Dallas Mavericks,New Orleans Pelicans,125,107,TRUE
2021-05-12,2020,Utah Jazz,Portland Trail Blazers,98,105,FALSE
2021-05-12,2020,Los Angeles Lakers,Houston Rockets,124,122,TRUE
2021-05-11,2020,Charlotte Hornets,Denver Nuggets,112,117,FALSE
2021-05-11,2020,Detroit Pistons,Minnesota Timberwolves,100,119,FALSE
2021-05-11,2020,Boston Celtics,Miami Heat,121,129,FALSE
2021-05-11,2020,Toronto Raptors,Los Angeles Clippers,96,115,FALSE
2021-05-11,2020,Indiana Pacers,Philadelphia 76ers,103,94,TRUE
2021-05-11,2020,Chicago Bulls,Brooklyn Nets,107,115,FALSE
2021-05-11,2020,Memphis Grizzlies,Dallas Mavericks,133,104,TRUE
2021-05-11,2020,Milwaukee Bucks,Orlando Magic,114,102,TRUE
2021-05-11,2020,Golden State Warriors,Phoenix Suns,122,116,TRUE
2021-05-11,2020,Sacramento Kings,Oklahoma City Thunder,122,106,TRUE
2021-05-11,2020,Los Angeles Lakers,New York Knicks,101,99,TRUE
2021-05-10,2020,Atlanta Hawks,Washington Wizards,125,124,TRUE
2021-05-10,2020,Cleveland Cavaliers,Indiana Pacers,102,111,FALSE
2021-05-10,2020,Memphis Grizzlies,New Orleans Pelicans,115,110,TRUE
2021-05-10,2020,San Antonio Spurs,Milwaukee Bucks,146,125,TRUE
2021-05-10,2020,Golden State Warriors,Utah Jazz,119,116,TRUE
2021-05-10,2020,Portland Trail Blazers,Houston Rockets,140,129,TRUE
2021-05-09,2020,Boston Celtics,Miami Heat,124,130,FALSE
2021-05-09,2020,Los Angeles Clippers,New York Knicks,100,106,FALSE
2021-05-09,2020,Charlotte Hornets,New Orleans Pelicans,110,112,FALSE
2021-05-09,2020,Cleveland Cavaliers,Dallas Mavericks,97,124,FALSE
2021-05-09,2020,Orlando Magic,Minnesota Timberwolves,96,128,FALSE
2021-05-09,2020,Detroit Pistons,Chicago Bulls,96,108,FALSE
2021-05-09,2020,Los Angeles Lakers,Phoenix Suns,123,110,TRUE
2021-05-09,2020,Sacramento Kings,Oklahoma City Thunder,126,98,TRUE
2021-05-08,2020,Indiana Pacers,Washington Wizards,132,133,FALSE
2021-05-08,2020,Philadelphia 76ers,Detroit Pistons,118,104,TRUE
2021-05-08,2020,Toronto Raptors,Memphis Grizzlies,99,109,FALSE
2021-05-08,2020,Denver Nuggets,Brooklyn Nets,119,125,FALSE
2021-05-08,2020,Utah Jazz,Houston Rockets,124,116,TRUE
2021-05-08,2020,Golden State Warriors,Oklahoma City Thunder,136,97,TRUE
2021-05-08,2020,Portland Trail Blazers,San Antonio Spurs,124,102,TRUE
2021-05-07,2020,Philadelphia 76ers,New Orleans Pelicans,109,107,TRUE
2021-05-07,2020,Chicago Bulls,Boston Celtics,121,99,TRUE
2021-05-07,2020,Charlotte Hornets,Orlando Magic,122,112,TRUE
2021-05-07,2020,Miami Heat,Minnesota Timberwolves,121,112,TRUE
2021-05-07,2020,Milwaukee Bucks,Houston Rockets,141,133,TRUE
2021-05-07,2020,Dallas Mavericks,Cleveland Cavaliers,110,90,TRUE
2021-05-07,2020,Utah Jazz,Denver Nuggets,127,120,TRUE
2021-05-07,2020,Phoenix Suns,New York Knicks,128,105,TRUE
2021-05-07,2020,Portland Trail Blazers,Los Angeles Lakers,106,101,TRUE
2021-05-07,2020,Sacramento Kings,San Antonio Spurs,104,113,FALSE
2021-05-06,2020,Charlotte Hornets,Chicago Bulls,99,120,FALSE
2021-05-06,2020,Toronto Raptors,Washington Wizards,129,131,FALSE
2021-05-06,2020,Dallas Mavericks,Brooklyn Nets,113,109,TRUE
2021-05-06,2020,Detroit Pistons,Memphis Grizzlies,111,97,TRUE
2021-05-06,2020,Indiana Pacers,Atlanta Hawks,133,126,TRUE
2021-05-06,2020,Golden State Warriors,Oklahoma City Thunder,118,97,TRUE
2021-05-06,2020,Los Angeles Clippers,Los Angeles Lakers,118,94,TRUE
2021-05-05,2020,Orlando Magic,Boston Celtics,96,132,FALSE
2021-05-05,2020,Cleveland Cavaliers,Portland Trail Blazers,105,141,FALSE
2021-05-05,2020,Minnesota Timberwolves,Memphis Grizzlies,135,139,FALSE
2021-05-05,2020,Milwaukee Bucks,Washington Wizards,135,134,TRUE
2021-05-05,2020,Atlanta Hawks,Phoenix Suns,135,103,TRUE
2021-05-05,2020,Indiana Pacers,Sacramento Kings,93,104,FALSE
2021-05-05,2020,Houston Rockets,Philadelphia 76ers,115,135,FALSE
2021-05-05,2020,Denver Nuggets,New York Knicks,113,97,TRUE
2021-05-05,2020,Utah Jazz,San Antonio Spurs,126,94,TRUE
2021-05-04,2020,Cleveland Cavaliers,Phoenix Suns,118,134,FALSE
2021-05-04,2020,Detroit Pistons,Charlotte Hornets,99,102,FALSE
2021-05-04,2020,Milwaukee Bucks,Brooklyn Nets,124,118,TRUE
2021-05-04,2020,Miami Heat,Dallas Mavericks,113,127,FALSE
2021-05-04,2020,New Orleans Pelicans,Golden State Warriors,108,103,TRUE
2021-05-04,2020,Oklahoma City Thunder,Sacramento Kings,99,103,FALSE
2021-05-04,2020,Los Angeles Clippers,Toronto Raptors,105,100,TRUE
2021-05-03,2020,Detroit Pistons,Orlando Magic,112,119,FALSE
2021-05-03,2020,Washington Wizards,Indiana Pacers,154,141,TRUE
2021-05-03,2020,New Orleans Pelicans,Golden State Warriors,108,123,FALSE
2021-05-03,2020,Atlanta Hawks,Portland Trail Blazers,123,114,TRUE
2021-05-03,2020,Chicago Bulls,Philadelphia 76ers,94,106,FALSE
2021-05-03,2020,Memphis Grizzlies,New York Knicks,104,118,FALSE
2021-05-03,2020,Utah Jazz,San Antonio Spurs,110,99,TRUE
2021-05-03,2020,Los Angeles Lakers,Denver Nuggets,93,89,TRUE
2021-05-02,2020,Milwaukee Bucks,Brooklyn Nets,117,114,TRUE
2021-05-02,2020,Boston Celtics,Portland Trail Blazers,119,129,FALSE
2021-05-02,2020,Charlotte Hornets,Miami Heat,111,121,FALSE
2021-05-02,2020,Dallas Mavericks,Sacramento Kings,99,111,FALSE
2021-05-02,2020,Houston Rockets,New York Knicks,97,122,FALSE
2021-05-02,2020,Oklahoma City Thunder,Phoenix Suns,120,123,FALSE
2021-05-02,2020,San Antonio Spurs,Philadelphia 76ers,111,113,FALSE
2021-05-02,2020,Los Angeles Lakers,Toronto Raptors,114,121,FALSE
2021-05-01,2020,Charlotte Hornets,Detroit Pistons,107,94,TRUE
2021-05-01,2020,Houston Rockets,Golden State Warriors,87,113,FALSE
2021-05-01,2020,Atlanta Hawks,Chicago Bulls,108,97,TRUE
2021-05-01,2020,Cleveland Cavaliers,Miami Heat,107,124,FALSE
2021-05-01,2020,Orlando Magic,Memphis Grizzlies,112,111,TRUE
2021-05-01,2020,Minnesota Timberwolves,New Orleans Pelicans,136,140,FALSE
2021-05-01,2020,Oklahoma City Thunder,Indiana Pacers,95,152,FALSE
2021-05-01,2020,Dallas Mavericks,Washington Wizards,125,124,TRUE
2021-05-01,2020,Utah Jazz,Toronto Raptors,106,102,TRUE
2021-05-01,2020,Los Angeles Clippers,Denver Nuggets,104,110,FALSE
2021-04-30,2020,Philadelphia 76ers,Atlanta Hawks,126,104,TRUE
2021-04-30,2020,Boston Celtics,San Antonio Spurs,143,140,TRUE
2021-04-30,2020,Cleveland Cavaliers,Washington Wizards,93,122,FALSE
2021-04-30,2020,Brooklyn Nets,Portland Trail Blazers,109,128,FALSE
2021-04-30,2020,Memphis Grizzlies,Orlando Magic,92,75,TRUE
2021-04-30,2020,Chicago Bulls,Milwaukee Bucks,98,108,FALSE
2021-04-30,2020,Phoenix Suns,Utah Jazz,121,100,TRUE
2021-04-30,2020,Los Angeles Lakers,Sacramento Kings,106,110,FALSE
2021-04-29,2020,Detroit Pistons,Dallas Mavericks,105,115,FALSE
2021-04-29,2020,Indiana Pacers,Brooklyn Nets,113,130,FALSE
2021-04-29,2020,Houston Rockets,Milwaukee Bucks,143,136,TRUE
2021-04-29,2020,Minnesota Timberwolves,Golden State Warriors,126,114,TRUE
2021-04-29,2020,Oklahoma City Thunder,New Orleans Pelicans,95,109,FALSE
2021-04-29,2020,Denver Nuggets,Toronto Raptors,121,111,TRUE
2021-04-28,2020,Cleveland Cavaliers,Orlando Magic,104,109,FALSE
2021-04-28,2020,Philadelphia 76ers,Atlanta Hawks,127,83,TRUE
2021-04-28,2020,Washington Wizards,Los Angeles Lakers,116,107,TRUE
2021-04-28,2020,Boston Celtics,Charlotte Hornets,120,111,TRUE
2021-04-28,2020,New York Knicks,Chicago Bulls,113,94,TRUE
2021-04-28,2020,Miami Heat,San Antonio Spurs,116,111,TRUE
2021-04-28,2020,Memphis Grizzlies,Portland Trail Blazers,109,130,FALSE
2021-04-28,2020,Denver Nuggets,New Orleans Pelicans,114,112,TRUE
2021-04-28,2020,Phoenix Suns,Los Angeles Clippers,109,101,TRUE
2021-04-28,2020,Sacramento Kings,Utah Jazz,105,154,FALSE
2021-04-27,2020,Boston Celtics,Oklahoma City Thunder,115,119,FALSE
2021-04-27,2020,Charlotte Hornets,Milwaukee Bucks,104,114,FALSE
2021-04-27,2020,Indiana Pacers,Portland Trail Blazers,112,133,FALSE
2021-04-27,2020,Toronto Raptors,Brooklyn Nets,103,116,FALSE
2021-04-27,2020,Houston Rockets,Minnesota Timberwolves,107,114,FALSE
2021-04-27,2020,Golden State Warriors,Dallas Mavericks,103,133,FALSE
2021-04-26,2020,Detroit Pistons,Atlanta Hawks,100,86,TRUE
2021-04-26,2020,Orlando Magic,Los Angeles Lakers,103,114,FALSE
2021-04-26,2020,Philadelphia 76ers,Oklahoma City Thunder,121,90,TRUE
2021-04-26,2020,Washington Wizards,San Antonio Spurs,143,146,FALSE
2021-04-26,2020,New York Knicks,Phoenix Suns,110,118,FALSE
2021-04-26,2020,Toronto Raptors,Cleveland Cavaliers,112,96,TRUE
2021-04-26,2020,Miami Heat,Chicago Bulls,102,110,FALSE
2021-04-26,2020,Minnesota Timberwolves,Utah Jazz,105,104,TRUE
2021-04-26,2020,New Orleans Pelicans,Los Angeles Clippers,120,103,TRUE
2021-04-26,2020,Denver Nuggets,Memphis Grizzlies,120,96,TRUE
2021-04-26,2020,Sacramento Kings,Dallas Mavericks,113,106,TRUE
2021-04-25,2020,Charlotte Hornets,Boston Celtics,125,104,TRUE
2021-04-25,2020,Brooklyn Nets,Phoenix Suns,128,119,TRUE
2021-04-25,2020,Portland Trail Blazers,Memphis Grizzlies,113,120,FALSE
2021-04-25,2020,Washington Wizards,Cleveland Cavaliers,119,110,TRUE
2021-04-25,2020,Atlanta Hawks,Milwaukee Bucks,111,104,TRUE
2021-04-25,2020,Orlando Magic,Indiana Pacers,112,131,FALSE
2021-04-25,2020,Golden State Warriors,Sacramento Kings,117,113,TRUE
2021-04-24,2020,New York Knicks,Toronto Raptors,120,103,TRUE
2021-04-24,2020,Milwaukee Bucks,Philadelphia 76ers,132,94,TRUE
2021-04-24,2020,Indiana Pacers,Detroit Pistons,115,109,TRUE
2021-04-24,2020,New Orleans Pelicans,San Antonio Spurs,108,110,FALSE
2021-04-24,2020,Miami Heat,Chicago Bulls,106,101,TRUE
2021-04-24,2020,Dallas Mavericks,Los Angeles Lakers,108,93,TRUE
2021-04-24,2020,Utah Jazz,Minnesota Timberwolves,96,101,FALSE
2021-04-24,2020,Denver Nuggets,Houston Rockets,129,116,TRUE
2021-04-23,2020,Atlanta Hawks,Miami Heat,118,103,TRUE
2021-04-23,2020,Brooklyn Nets,Boston Celtics,109,104,TRUE
2021-04-23,2020,Charlotte Hornets,Cleveland Cavaliers,108,102,TRUE
2021-04-23,2020,Houston Rockets,Los Angeles Clippers,104,109,FALSE
2021-04-23,2020,Oklahoma City Thunder,Washington Wizards,109,129,FALSE
2021-04-23,2020,Portland Trail Blazers,Memphis Grizzlies,128,130,FALSE
2021-04-23,2020,Golden State Warriors,Denver Nuggets,118,97,TRUE
2021-04-22,2020,Boston Celtics,Phoenix Suns,99,86,TRUE
2021-04-22,2020,Orlando Magic,New Orleans Pelicans,100,135,FALSE
2021-04-22,2020,Milwaukee Bucks,Philadelphia 76ers,124,117,TRUE
2021-04-22,2020,San Antonio Spurs,Detroit Pistons,106,91,TRUE
2021-04-22,2020,Chicago Bulls,Charlotte Hornets,108,91,TRUE
2021-04-22,2020,Dallas Mavericks,Los Angeles Lakers,115,110,TRUE
2021-04-21,2020,Cleveland Cavaliers,Chicago Bulls,121,105,TRUE
2021-04-21,2020,Indiana Pacers,Oklahoma City Thunder,122,116,TRUE
2021-04-21,2020,Philadelphia 76ers,Phoenix Suns,113,116,FALSE
2021-04-21,2020,Toronto Raptors,Brooklyn Nets,114,103,TRUE
2021-04-21,2020,Washington Wizards,Golden State Warriors,118,114,TRUE
2021-04-21,2020,New York Knicks,Atlanta Hawks,137,127,TRUE
2021-04-21,2020,Houston Rockets,Utah Jazz,89,112,FALSE
2021-04-21,2020,Dallas Mavericks,Detroit Pistons,127,117,TRUE
2021-04-21,2020,San Antonio Spurs,Miami Heat,87,107,FALSE
2021-04-21,2020,Los Angeles Clippers,Memphis Grizzlies,117,105,TRUE
2021-04-21,2020,Portland Trail Blazers,Denver Nuggets,105,106,FALSE
2021-04-21,2020,Sacramento Kings,Minnesota Timberwolves,128,125,TRUE
2021-04-20,2020,Atlanta Hawks,Orlando Magic,112,96,TRUE
2021-04-20,2020,New York Knicks,Charlotte Hornets,109,97,TRUE
2021-04-20,2020,New Orleans Pelicans,Brooklyn Nets,129,134,FALSE
2021-04-20,2020,Portland Trail Blazers,Los Angeles Clippers,112,113,FALSE
2021-04-20,2020,Sacramento Kings,Minnesota Timberwolves,120,134,FALSE
2021-04-19,2020,Detroit Pistons,Cleveland Cavaliers,109,105,TRUE
2021-04-19,2020,Boston Celtics,Chicago Bulls,96,102,FALSE
2021-04-19,2020,Philadelphia 76ers,Golden State Warriors,96,107,FALSE
2021-04-19,2020,Indiana Pacers,San Antonio Spurs,94,109,FALSE
2021-04-19,2020,Miami Heat,Houston Rockets,113,91,TRUE
2021-04-19,2020,Washington Wizards,Oklahoma City Thunder,119,107,TRUE
2021-04-19,2020,Milwaukee Bucks,Phoenix Suns,127,128,FALSE
2021-04-19,2020,Denver Nuggets,Memphis Grizzlies,139,137,TRUE
2021-04-19,2020,Los Angeles Lakers,Utah Jazz,97,111,FALSE
2021-04-18,2020,Atlanta Hawks,Indiana Pacers,129,117,TRUE
2021-04-18,2020,New York Knicks,New Orleans Pelicans,122,112,TRUE
2021-04-18,2020,Miami Heat,Brooklyn Nets,109,107,TRUE
2021-04-18,2020,Charlotte Hornets,Portland Trail Blazers,109,101,TRUE
2021-04-18,2020,Orlando Magic,Houston Rockets,110,114,FALSE
2021-04-18,2020,Toronto Raptors,Oklahoma City Thunder,112,106,TRUE
2021-04-18,2020,Dallas Mavericks,Sacramento Kings,107,121,FALSE
2021-04-18,2020,Los Angeles Clippers,Minnesota Timberwolves,124,105,TRUE
2021-04-17,2020,Los Angeles Lakers,Utah Jazz,127,115,TRUE
2021-04-17,2020,Washington Wizards,Detroit Pistons,121,100,TRUE
2021-04-17,2020,Chicago Bulls,Cleveland Cavaliers,106,96,TRUE
2021-04-17,2020,Boston Celtics,Golden State Warriors,119,114,TRUE
2021-04-17,2020,Milwaukee Bucks,Memphis Grizzlies,115,128,FALSE
2021-04-17,2020,Phoenix Suns,San Antonio Spurs,85,111,FALSE
2021-04-16,2020,Utah Jazz,Indiana Pacers,119,111,TRUE
2021-04-16,2020,Detroit Pistons,Oklahoma City Thunder,110,104,TRUE
2021-04-16,2020,Philadelphia 76ers,Los Angeles Clippers,106,103,TRUE
2021-04-16,2020,Washington Wizards,New Orleans Pelicans,117,115,TRUE
2021-04-16,2020,Brooklyn Nets,Charlotte Hornets,130,115,TRUE
2021-04-16,2020,Toronto Raptors,Orlando Magic,113,102,TRUE
2021-04-16,2020,Chicago Bulls,Memphis Grizzlies,115,126,FALSE
2021-04-16,2020,Houston Rockets,Denver Nuggets,99,128,FALSE
2021-04-16,2020,Minnesota Timberwolves,Miami Heat,119,111,TRUE
2021-04-16,2020,San Antonio Spurs,Portland Trail Blazers,106,107,FALSE
2021-04-16,2020,Dallas Mavericks,New York Knicks,109,117,FALSE
2021-04-15,2020,Atlanta Hawks,Milwaukee Bucks,109,120,FALSE
2021-04-15,2020,Cleveland Cavaliers,Golden State Warriors,101,119,FALSE
2021-04-15,2020,Los Angeles Lakers,Boston Celtics,113,121,FALSE
2021-04-15,2020,Phoenix Suns,Sacramento Kings,122,114,TRUE
2021-04-14,2020,Minnesota Timberwolves,Milwaukee Bucks,105,130,FALSE
2021-04-14,2020,Charlotte Hornets,Cleveland Cavaliers,90,103,FALSE
2021-04-14,2020,Philadelphia 76ers,Brooklyn Nets,123,117,TRUE
2021-04-14,2020,Toronto Raptors,San Antonio Spurs,117,112,TRUE
2021-04-14,2020,Detroit Pistons,Los Angeles Clippers,98,100,FALSE
2021-04-14,2020,Chicago Bulls,Orlando Magic,106,115,FALSE
2021-04-14,2020,New Orleans Pelicans,New York Knicks,106,116,FALSE
2021-04-14,2020,Houston Rockets,Indiana Pacers,124,132,FALSE
2021-04-14,2020,Oklahoma City Thunder,Golden State Warriors,109,147,FALSE
2021-04-14,2020,Memphis Grizzlies,Dallas Mavericks,113,114,FALSE
2021-04-14,2020,Denver Nuggets,Miami Heat,123,106,TRUE
2021-04-14,2020,Sacramento Kings,Washington Wizards,111,123,FALSE
2021-04-13,2020,Minnesota Timberwolves,Brooklyn Nets,97,127,FALSE
2021-04-13,2020,Indiana Pacers,Los Angeles Clippers,115,126,FALSE
