date,season,home_team,away_team,pts_home,pts_away,home_team_wins
2015-11-06,2015,Boston Celtics,Washington Wizards,118,98,TRUE
2015-11-06,2015,Brooklyn Nets,Los Angeles Lakers,98,104,FALSE
2015-11-06,2015,Cleveland Cavaliers,Philadelphia 76ers,108,102,TRUE
2015-11-06,2015,New York Knicks,Milwaukee Bucks,92,99,FALSE
2015-11-06,2015,Indiana Pacers,Miami Heat,90,87,TRUE
2015-11-06,2015,New Orleans Pelicans,Atlanta Hawks,115,121,FALSE
2015-11-06,2015,Phoenix Suns,Detroit Pistons,92,100,FALSE
2015-11-06,2015,Golden State Warriors,Denver Nuggets,119,104,TRUE
2015-11-06,2015,Sacramento Kings,Houston Rockets,110,116,FALSE
2015-11-05,2015,Chicago Bulls,Oklahoma City Thunder,104,98,TRUE
2015-11-05,2015,Minnesota Timberwolves,Miami Heat,84,96,FALSE
2015-11-05,2015,Dallas Mavericks,Charlotte Hornets,94,108,FALSE
2015-11-05,2015,Denver Nuggets,Utah Jazz,84,96,FALSE
2015-11-05,2015,Portland Trail Blazers,Memphis Grizzlies,115,96,TRUE
2015-11-04,2015,Indiana Pacers,Boston Celtics,100,98,TRUE
2015-11-04,2015,Washington Wizards,San Antonio Spurs,102,99,TRUE
2015-11-04,2015,Atlanta Hawks,Brooklyn Nets,101,87,TRUE
2015-11-04,2015,Cleveland Cavaliers,New York Knicks,96,86,TRUE
2015-11-04,2015,Houston Rockets,Orlando Magic,119,114,TRUE
2015-11-04,2015,Milwaukee Bucks,Philadelphia 76ers,91,87,TRUE
2015-11-04,2015,Oklahoma City Thunder,Toronto Raptors,98,103,FALSE
2015-11-04,2015,Phoenix Suns,Sacramento Kings,118,97,TRUE
2015-11-04,2015,Utah Jazz,Portland Trail Blazers,92,108,FALSE
2015-11-04,2015,Golden State Warriors,Los Angeles Clippers,112,108,TRUE
2015-11-03,2015,Charlotte Hornets,Chicago Bulls,130,105,TRUE
2015-11-03,2015,Detroit Pistons,Indiana Pacers,82,94,FALSE
2015-11-03,2015,Miami Heat,Atlanta Hawks,92,98,FALSE
2015-11-03,2015,New Orleans Pelicans,Orlando Magic,94,103,FALSE
2015-11-03,2015,Dallas Mavericks,Toronto Raptors,91,102,FALSE
2015-11-03,2015,Sacramento Kings,Memphis Grizzlies,89,103,FALSE
2015-11-03,2015,Los Angeles Lakers,Denver Nuggets,109,120,FALSE
2015-11-02,2015,Philadelphia 76ers,Cleveland Cavaliers,100,107,FALSE
2015-11-02,2015,Brooklyn Nets,Milwaukee Bucks,96,103,FALSE
2015-11-02,2015,New York Knicks,San Antonio Spurs,84,94,FALSE
2015-11-02,2015,Houston Rockets,Oklahoma City Thunder,110,105,TRUE
2015-11-02,2015,Minnesota Timberwolves,Portland Trail Blazers,101,106,FALSE
2015-11-02,2015,Golden State Warriors,Memphis Grizzlies,119,69,TRUE
2015-11-02,2015,Los Angeles Clippers,Phoenix Suns,102,96,TRUE
2015-11-01,2015,Charlotte Hornets,Atlanta Hawks,92,94,FALSE
2015-11-01,2015,Boston Celtics,San Antonio Spurs,87,95,FALSE
2015-11-01,2015,Miami Heat,Houston Rockets,109,89,TRUE
2015-11-01,2015,Toronto Raptors,Milwaukee Bucks,106,87,TRUE
2015-11-01,2015,Chicago Bulls,Orlando Magic,92,87,TRUE
2015-11-01,2015,Oklahoma City Thunder,Denver Nuggets,117,93,TRUE
2015-11-01,2015,Los Angeles Lakers,Dallas Mavericks,93,103,FALSE
2015-10-31,2015,Indiana Pacers,Utah Jazz,76,97,FALSE
2015-10-31,2015,Washington Wizards,New York Knicks,110,117,FALSE
2015-10-31,2015,New Orleans Pelicans,Golden State Warriors,120,134,FALSE
2015-10-31,2015,Memphis Grizzlies,Brooklyn Nets,101,91,TRUE
2015-10-31,2015,Portland Trail Blazers,Phoenix Suns,90,101,FALSE
2015-10-31,2015,Los Angeles Clippers,Sacramento Kings,114,109,TRUE
2015-10-30,2015,Cleveland Cavaliers,Miami Heat,102,92,TRUE
2015-10-30,2015,Orlando Magic,Oklahoma City Thunder,136,139,FALSE
2015-10-30,2015,Philadelphia 76ers,Utah Jazz,71,99,FALSE
2015-10-30,2015,Boston Celtics,Toronto Raptors,103,113,FALSE
2015-10-30,2015,Detroit Pistons,Chicago Bulls,98,94,TRUE
2015-10-30,2015,Atlanta Hawks,Charlotte Hornets,97,94,TRUE
2015-10-30,2015,Milwaukee Bucks,Washington Wizards,113,118,FALSE
2015-10-30,2015,San Antonio Spurs,Brooklyn Nets,102,75,TRUE
2015-10-30,2015,Denver Nuggets,Minnesota Timberwolves,78,95,FALSE
2015-10-30,2015,Houston Rockets,Golden State Warriors,92,112,FALSE
2015-10-30,2015,Sacramento Kings,Los Angeles Lakers,132,114,TRUE
2015-10-30,2015,Phoenix Suns,Portland Trail Blazers,110,92,TRUE
2015-10-29,2015,Indiana Pacers,Memphis Grizzlies,103,112,FALSE
2015-10-29,2015,New York Knicks,Atlanta Hawks,101,112,FALSE
2015-10-29,2015,Los Angeles Clippers,Dallas Mavericks,104,88,TRUE
2015-10-28,2015,Orlando Magic,Washington Wizards,87,88,FALSE
2015-10-28,2015,Boston Celtics,Philadelphia 76ers,112,95,TRUE
2015-10-28,2015,Brooklyn Nets,Chicago Bulls,100,115,FALSE
2015-10-28,2015,Detroit Pistons,Utah Jazz,92,87,TRUE
2015-10-28,2015,Miami Heat,Charlotte Hornets,104,94,TRUE
2015-10-28,2015,Toronto Raptors,Indiana Pacers,106,99,TRUE
2015-10-28,2015,Houston Rockets,Denver Nuggets,85,105,FALSE
2015-10-28,2015,Memphis Grizzlies,Cleveland Cavaliers,76,106,FALSE
2015-10-28,2015,Milwaukee Bucks,New York Knicks,97,122,FALSE
2015-10-28,2015,Oklahoma City Thunder,San Antonio Spurs,112,106,TRUE
2015-10-28,2015,Phoenix Suns,Dallas Mavericks,95,111,FALSE
2015-10-28,2015,Portland Trail Blazers,New Orleans Pelicans,112,94,TRUE
2015-10-28,2015,Sacramento Kings,Los Angeles Clippers,104,111,FALSE
2015-10-28,2015,Los Angeles Lakers,Minnesota Timberwolves,111,112,FALSE
2015-10-27,2015,Atlanta Hawks,Detroit Pistons,94,106,FALSE
2015-10-27,2015,Chicago Bulls,Cleveland Cavaliers,97,95,TRUE
2015-10-27,2015,Golden State Warriors,New Orleans Pelicans,111,95,TRUE
2015-10-23,2015,Orlando Magic,Memphis Grizzlies,86,76,TRUE
2015-10-23,2015,Boston Celtics,Philadelphia 76ers,81,65,TRUE
2015-10-23,2015,Toronto Raptors,Washington Wizards,92,82,TRUE
2015-10-23,2015,Detroit Pistons,Atlanta Hawks,115,87,TRUE
2015-10-23,2015,Chicago Bulls,Dallas Mavericks,103,102,TRUE
2015-10-23,2015,New Orleans Pelicans,Miami Heat,93,90,TRUE
2015-10-23,2015,Minnesota Timberwolves,Milwaukee Bucks,112,108,TRUE
2015-10-23,2015,San Antonio Spurs,Houston Rockets,111,86,TRUE
2015-10-22,2015,Indiana Pacers,Charlotte Hornets,98,86,TRUE
2015-10-22,2015,Boston Celtics,New York Knicks,99,85,TRUE
2015-10-22,2015,Utah Jazz,Denver Nuggets,98,78,TRUE
2015-10-22,2015,Los Angeles Lakers,Golden State Warriors,97,136,FALSE
2015-10-22,2015,Los Angeles Clippers,Portland Trail Blazers,115,109,TRUE
2015-10-21,2015,Orlando Magic,New Orleans Pelicans,110,107,TRUE
2015-10-21,2015,Detroit Pistons,Charlotte Hornets,94,99,FALSE
2015-10-21,2015,Atlanta Hawks,Memphis Grizzlies,81,82,FALSE
2015-10-21,2015,Miami Heat,Washington Wizards,110,105,TRUE
2015-10-21,2015,Dallas Mavericks,Phoenix Suns,87,99,FALSE
2015-10-20,2015,Chicago Bulls,Indiana Pacers,103,94,TRUE
2015-10-20,2015,Milwaukee Bucks,Minnesota Timberwolves,106,88,TRUE
2015-10-20,2015,San Antonio Spurs,Phoenix Suns,84,104,FALSE
2015-10-20,2015,Utah Jazz,Oklahoma City Thunder,102,113,FALSE
2015-10-20,2015,Los Angeles Clippers,Golden State Warriors,130,95,TRUE
2015-10-19,2015,Charlotte Hornets,Chicago Bulls,94,86,TRUE
2015-10-19,2015,Cleveland Cavaliers,Dallas Mavericks,103,97,TRUE
2015-10-19,2015,Boston Celtics,Brooklyn Nets,111,105,TRUE
2015-10-19,2015,Houston Rockets,New Orleans Pelicans,120,100,TRUE
2015-10-19,2015,Los Angeles Lakers,Portland Trail Blazers,104,102,TRUE
2015-10-18,2015,Brooklyn Nets,Philadelphia 76ers,92,91,TRUE
2015-10-18,2015,San Antonio Spurs,Detroit Pistons,96,92,TRUE
2015-10-18,2015,Memphis Grizzlies,Minnesota Timberwolves,90,68,TRUE
2015-10-18,2015,Toronto Raptors,Cleveland Cavaliers,87,81,TRUE
2015-10-18,2015,Oklahoma City Thunder,Denver Nuggets,111,98,TRUE
2015-10-18,2015,Atlanta Hawks,Miami Heat,92,101,FALSE
2015-10-18,2015,Portland Trail Blazers,Utah Jazz,116,111,TRUE
2015-10-17,2015,Charlotte Hornets,New York Knicks,97,93,TRUE
2015-10-17,2015,New Orleans Pelicans,Sacramento Kings,98,107,FALSE
2015-10-17,2015,Houston Rockets,Miami Heat,100,105,FALSE
2015-10-17,2015,Milwaukee Bucks,Washington Wizards,101,105,FALSE
2015-10-17,2015,Los Angeles Lakers,Golden State Warriors,85,70,TRUE
2015-10-16,2015,Philadelphia 76ers,Washington Wizards,118,127,FALSE
2015-10-16,2015,New York Knicks,Boston Celtics,101,95,TRUE
2015-10-16,2015,Memphis Grizzlies,Oklahoma City Thunder,94,78,TRUE
2015-10-16,2015,Dallas Mavericks,Atlanta Hawks,84,91,FALSE
2015-10-16,2015,Denver Nuggets,Phoenix Suns,106,81,TRUE
2015-10-15,2015,Cleveland Cavaliers,Indiana Pacers,85,107,FALSE
2015-10-15,2015,Golden State Warriors,Houston Rockets,123,101,TRUE
2015-10-14,2015,Los Angeles Clippers,Charlotte Hornets,71,113,FALSE
2015-10-14,2015,Minnesota Timberwolves,Toronto Raptors,89,87,TRUE
2015-10-14,2015,Brooklyn Nets,Boston Celtics,105,109,FALSE
2015-10-14,2015,Chicago Bulls,Detroit Pistons,91,114,FALSE
2015-10-14,2015,Atlanta Hawks,San Antonio Spurs,100,86,TRUE
2015-10-13,2015,Orlando Magic,Miami Heat,95,92,TRUE
2015-10-13,2015,Cleveland Cavaliers,Milwaukee Bucks,101,110,FALSE
2015-10-13,2015,Indiana Pacers,Detroit Pistons,101,97,TRUE
2015-10-13,2015,Oklahoma City Thunder,Dallas Mavericks,100,88,TRUE
2015-10-13,2015,Phoenix Suns,Houston Rockets,129,135,FALSE
2015-10-13,2015,Los Angeles Lakers,Sacramento Kings,100,107,FALSE
2015-10-13,2015,Golden State Warriors,Denver Nuggets,103,114,FALSE
2015-10-12,2015,Cleveland Cavaliers,Memphis Grizzlies,81,91,FALSE
2015-10-12,2015,New York Knicks,Philadelphia 76ers,94,88,TRUE
2015-10-12,2015,Toronto Raptors,Minnesota Timberwolves,112,105,TRUE
2015-10-12,2015,Miami Heat,San Antonio Spurs,97,94,TRUE
2015-10-12,2015,Chicago Bulls,New Orleans Pelicans,115,123,FALSE
2015-10-12,2015,Utah Jazz,Portland Trail Blazers,81,88,FALSE
2015-10-11,2015,Charlotte Hornets,Los Angeles Clippers,106,94,TRUE
2015-10-11,2015,Houston Rockets,Orlando Magic,119,123,FALSE
2015-10-10,2015,Philadelphia 76ers,Brooklyn Nets,97,95,TRUE
2015-10-10,2015,Minnesota Timberwolves,Chicago Bulls,105,114,FALSE
2015-10-10,2015,Milwaukee Bucks,Detroit Pistons,88,117,FALSE
2015-10-10,2015,Sacramento Kings,Portland Trail Blazers,94,90,TRUE
2015-10-09,2015,Washington Wizards,New York Knicks,104,115,FALSE
2015-10-09,2015,New Orleans Pelicans,Atlanta Hawks,93,103,FALSE
2015-10-09,2015,Phoenix Suns,Utah Jazz,101,85,TRUE
2015-10-08,2015,Philadelphia 76ers,Cleveland Cavaliers,115,114,TRUE
2015-10-08,2015,Indiana Pacers,Orlando Magic,97,92,TRUE
2015-10-08,2015,Detroit Pistons,Brooklyn Nets,83,93,FALSE
2015-10-08,2015,Denver Nuggets,Chicago Bulls,112,94,TRUE
2015-10-08,2015,Portland Trail Blazers,Golden State Warriors,118,101,TRUE
2015-10-08,2015,Sacramento Kings,San Antonio Spurs,95,92,TRUE
2015-10-08,2015,Los Angeles Lakers,Toronto Raptors,97,105,FALSE
2015-10-07,2015,Los Angeles Lakers,Utah Jazz,114,117,FALSE
2015-10-07,2015,Cleveland Cavaliers,Atlanta Hawks,96,98,FALSE
2015-10-07,2015,Miami Heat,Orlando Magic,97,100,FALSE
2015-10-07,2015,Minnesota Timberwolves,Oklahoma City Thunder,99,122,FALSE
2015-10-07,2015,Houston Rockets,Dallas Mavericks,109,82,TRUE
2015-10-07,2015,Phoenix Suns,Sacramento Kings,102,98,TRUE
2015-10-06,2015,Washington Wizards,Philadelphia 76ers,129,95,TRUE
2015-10-06,2015,Detroit Pistons,Indiana Pacers,112,115,FALSE
2015-10-06,2015,Chicago Bulls,Milwaukee Bucks,105,95,TRUE
2015-10-06,2015,Memphis Grizzlies,Houston Rockets,92,89,TRUE
2015-10-06,2015,Dallas Mavericks,Denver Nuggets,86,96,FALSE
2015-10-05,2015,Portland Trail Blazers,Sacramento Kings,105,109,FALSE
2015-10-05,2015,Golden State Warriors,Toronto Raptors,95,87,TRUE
2015-10-04,2015,Miami Heat,Charlotte Hornets,77,90,FALSE
2015-10-04,2015,Toronto Raptors,Los Angeles Clippers,93,73,TRUE
2015-10-04,2015,Los Angeles Lakers,Utah Jazz,71,90,FALSE
2015-10-03,2015,Orlando Magic,Charlotte Hornets,100,106,FALSE
2015-10-03,2015,Indiana Pacers,New Orleans Pelicans,105,110,FALSE
2015-10-02,2015,Los Angeles Clippers,Denver Nuggets,103,96,TRUE
2015-06-16,2014,Cleveland Cavaliers,Golden State Warriors,97,105,FALSE
2015-06-14,2014,Golden State Warriors,Cleveland Cavaliers,104,91,TRUE
2015-06-11,2014,Cleveland Cavaliers,Golden State Warriors,82,103,FALSE
2015-06-09,2014,Cleveland Cavaliers,Golden State Warriors,96,91,TRUE
2015-06-07,2014,Golden State Warriors,Cleveland Cavaliers,93,95,FALSE
2015-06-04,2014,Golden State Warriors,Cleveland Cavaliers,108,100,TRUE
2015-05-27,2014,Golden State Warriors,Houston Rockets,104,90,TRUE
2015-05-26,2014,Cleveland Cavaliers,Atlanta Hawks,118,88,TRUE
2015-05-25,2014,Houston Rockets,Golden State Warriors,128,115,TRUE
2015-05-24,2014,Cleveland Cavaliers,Atlanta Hawks,114,111,TRUE
2015-05-23,2014,Houston Rockets,Golden State Warriors,80,115,FALSE
2015-05-22,2014,Atlanta Hawks,Cleveland Cavaliers,82,94,FALSE
2015-05-21,2014,Golden State Warriors,Houston Rockets,99,98,TRUE
2015-05-20,2014,Atlanta Hawks,Cleveland Cavaliers,89,97,FALSE
2015-05-19,2014,Golden State Warriors,Houston Rockets,110,106,TRUE
2015-05-17,2014,Houston Rockets,Los Angeles Clippers,113,100,TRUE
2015-05-15,2014,Washington Wizards,Atlanta Hawks,91,94,FALSE
2015-05-15,2014,Memphis Grizzlies,Golden State Warriors,95,108,FALSE
2015-05-14,2014,Chicago Bulls,Cleveland Cavaliers,73,94,FALSE
2015-05-14,2014,Los Angeles Clippers,Houston Rockets,107,119,FALSE
2015-05-13,2014,Atlanta Hawks,Washington Wizards,82,81,TRUE
2015-05-13,2014,Golden State Warriors,Memphis Grizzlies,98,78,TRUE
2015-05-12,2014,Cleveland Cavaliers,Chicago Bulls,106,101,TRUE
2015-05-12,2014,Houston Rockets,Los Angeles Clippers,124,103,TRUE
2015-05-11,2014,Washington Wizards,Atlanta Hawks,101,106,FALSE
2015-05-11,2014,Memphis Grizzlies,Golden State Warriors,84,101,FALSE
2015-05-10,2014,Chicago Bulls,Cleveland Cavaliers,84,86,FALSE
2015-05-10,2014,Los Angeles Clippers,Houston Rockets,128,95,TRUE
2015-05-09,2014,Washington Wizards,Atlanta Hawks,103,101,TRUE
2015-05-09,2014,Memphis Grizzlies,Golden State Warriors,99,89,TRUE
2015-05-08,2014,Chicago Bulls,Cleveland Cavaliers,99,96,TRUE
2015-05-08,2014,Los Angeles Clippers,Houston Rockets,124,99,TRUE
2015-05-06,2014,Cleveland Cavaliers,Chicago Bulls,106,91,TRUE
2015-05-06,2014,Houston Rockets,Los Angeles Clippers,115,109,TRUE
2015-05-05,2014,Atlanta Hawks,Washington Wizards,106,90,TRUE
2015-05-05,2014,Golden State Warriors,Memphis Grizzlies,90,97,FALSE
2015-05-04,2014,Cleveland Cavaliers,Chicago Bulls,92,99,FALSE
2015-05-04,2014,Houston Rockets,Los Angeles Clippers,101,117,FALSE
2015-05-03,2014,Atlanta Hawks,Washington Wizards,98,104,FALSE
2015-05-03,2014,Golden State Warriors,Memphis Grizzlies,101,86,TRUE
2015-05-02,2014,Los Angeles Clippers,San Antonio Spurs,111,109,TRUE
2015-05-01,2014,Brooklyn Nets,Atlanta Hawks,87,111,FALSE
2015-04-30,2014,Milwaukee Bucks,Chicago Bulls,66,120,FALSE
2015-04-30,2014,San Antonio Spurs,Los Angeles Clippers,96,102,FALSE
2015-04-29,2014,Atlanta Hawks,Brooklyn Nets,107,97,TRUE
2015-04-29,2014,Memphis Grizzlies,Portland Trail Blazers,99,93,TRUE
2015-04-28,2014,Houston Rockets,Dallas Mavericks,103,94,TRUE
2015-04-28,2014,Los Angeles Clippers,San Antonio Spurs,107,111,FALSE
2015-04-27,2014,Brooklyn Nets,Atlanta Hawks,120,115,TRUE
2015-04-27,2014,Chicago Bulls,Milwaukee Bucks,88,94,FALSE
2015-04-27,2014,Portland Trail Blazers,Memphis Grizzlies,99,92,TRUE
2015-04-26,2014,Boston Celtics,Cleveland Cavaliers,93,101,FALSE
2015-04-26,2014,San Antonio Spurs,Los Angeles Clippers,105,114,FALSE
2015-04-26,2014,Washington Wizards,Toronto Raptors,125,94,TRUE
2015-04-26,2014,Dallas Mavericks,Houston Rockets,121,109,TRUE
2015-04-25,2014,Brooklyn Nets,Atlanta Hawks,91,83,TRUE
2015-04-25,2014,Milwaukee Bucks,Chicago Bulls,92,90,TRUE
2015-04-25,2014,New Orleans Pelicans,Golden State Warriors,98,109,FALSE
2015-04-25,2014,Portland Trail Blazers,Memphis Grizzlies,109,115,FALSE
2015-04-24,2014,Dallas Mavericks,Houston Rockets,128,130,FALSE
2015-04-24,2014,Washington Wizards,Toronto Raptors,106,99,TRUE
2015-04-24,2014,San Antonio Spurs,Los Angeles Clippers,100,73,TRUE
2015-04-23,2014,Boston Celtics,Cleveland Cavaliers,95,103,FALSE
2015-04-23,2014,Milwaukee Bucks,Chicago Bulls,106,113,FALSE
2015-04-23,2014,New Orleans Pelicans,Golden State Warriors,119,123,FALSE
2015-04-22,2014,Atlanta Hawks,Brooklyn Nets,96,91,TRUE
2015-04-22,2014,Memphis Grizzlies,Portland Trail Blazers,97,82,TRUE
2015-04-22,2014,Los Angeles Clippers,San Antonio Spurs,107,111,FALSE
2015-04-21,2014,Cleveland Cavaliers,Boston Celtics,99,91,TRUE
2015-04-21,2014,Toronto Raptors,Washington Wizards,106,117,FALSE
2015-04-21,2014,Houston Rockets,Dallas Mavericks,111,99,TRUE
2015-04-20,2014,Chicago Bulls,Milwaukee Bucks,91,82,TRUE
2015-04-20,2014,Golden State Warriors,New Orleans Pelicans,97,87,TRUE
2015-04-19,2014,Cleveland Cavaliers,Boston Celtics,113,100,TRUE
2015-04-19,2014,Atlanta Hawks,Brooklyn Nets,99,92,TRUE
2015-04-19,2014,Memphis Grizzlies,Portland Trail Blazers,100,86,TRUE
2015-04-19,2014,Los Angeles Clippers,San Antonio Spurs,107,92,TRUE
2015-04-18,2014,Toronto Raptors,Washington Wizards,86,93,FALSE
2015-04-18,2014,Golden State Warriors,New Orleans Pelicans,106,99,TRUE
2015-04-18,2014,Chicago Bulls,Milwaukee Bucks,103,91,TRUE
2015-04-18,2014,Houston Rockets,Dallas Mavericks,118,108,TRUE
2015-04-15,2014,Toronto Raptors,Charlotte Hornets,92,87,TRUE
2015-04-15,2014,Chicago Bulls,Atlanta Hawks,91,85,TRUE
2015-04-15,2014,Dallas Mavericks,Portland Trail Blazers,114,98,TRUE
2015-04-15,2014,Houston Rockets,Utah Jazz,117,91,TRUE
2015-04-15,2014,Milwaukee Bucks,Boston Celtics,100,105,FALSE
2015-04-15,2014,Minnesota Timberwolves,Oklahoma City Thunder,113,138,FALSE
2015-04-15,2014,New Orleans Pelicans,San Antonio Spurs,108,103,TRUE
2015-04-15,2014,Brooklyn Nets,Orlando Magic,101,88,TRUE
2015-04-15,2014,Cleveland Cavaliers,Washington Wizards,113,108,TRUE
2015-04-15,2014,New York Knicks,Detroit Pistons,90,112,FALSE
2015-04-15,2014,Philadelphia 76ers,Miami Heat,101,105,FALSE
2015-04-15,2014,Memphis Grizzlies,Indiana Pacers,95,83,TRUE
2015-04-15,2014,Golden State Warriors,Denver Nuggets,133,126,TRUE
2015-04-15,2014,Los Angeles Lakers,Sacramento Kings,99,122,FALSE
2015-04-14,2014,Boston Celtics,Toronto Raptors,95,93,TRUE
2015-04-14,2014,Indiana Pacers,Washington Wizards,99,95,TRUE
2015-04-14,2014,Phoenix Suns,Los Angeles Clippers,101,112,FALSE
2015-04-13,2014,Charlotte Hornets,Houston Rockets,90,100,FALSE
2015-04-13,2014,Cleveland Cavaliers,Detroit Pistons,109,97,TRUE
2015-04-13,2014,Philadelphia 76ers,Milwaukee Bucks,97,107,FALSE
2015-04-13,2014,Atlanta Hawks,New York Knicks,108,112,FALSE
2015-04-13,2014,Brooklyn Nets,Chicago Bulls,86,113,FALSE
2015-04-13,2014,Miami Heat,Orlando Magic,100,93,TRUE
2015-04-13,2014,Minnesota Timberwolves,New Orleans Pelicans,88,100,FALSE
2015-04-13,2014,Oklahoma City Thunder,Portland Trail Blazers,101,90,TRUE
2015-04-13,2014,Utah Jazz,Dallas Mavericks,109,92,TRUE
2015-04-13,2014,Sacramento Kings,Los Angeles Lakers,102,92,TRUE
2015-04-13,2014,Golden State Warriors,Memphis Grizzlies,111,107,TRUE
2015-04-13,2014,Los Angeles Clippers,Denver Nuggets,110,103,TRUE
2015-04-12,2014,Milwaukee Bucks,Brooklyn Nets,96,73,TRUE
2015-04-12,2014,Boston Celtics,Cleveland Cavaliers,117,78,TRUE
2015-04-12,2014,Detroit Pistons,Charlotte Hornets,116,77,TRUE
2015-04-12,2014,Denver Nuggets,Sacramento Kings,122,111,TRUE
2015-04-12,2014,Indiana Pacers,Oklahoma City Thunder,116,104,TRUE
2015-04-12,2014,Washington Wizards,Atlanta Hawks,108,99,TRUE
2015-04-12,2014,Houston Rockets,New Orleans Pelicans,121,114,TRUE
2015-04-12,2014,San Antonio Spurs,Phoenix Suns,107,91,TRUE
2015-04-12,2014,Los Angeles Lakers,Dallas Mavericks,106,120,FALSE
2015-04-11,2014,Orlando Magic,New York Knicks,79,80,FALSE
2015-04-11,2014,Miami Heat,Toronto Raptors,104,107,FALSE
2015-04-11,2014,Chicago Bulls,Philadelphia 76ers,114,107,TRUE
2015-04-11,2014,Los Angeles Clippers,Memphis Grizzlies,94,86,TRUE
2015-04-11,2014,Portland Trail Blazers,Utah Jazz,105,111,FALSE
2015-04-11,2014,Golden State Warriors,Minnesota Timberwolves,110,101,TRUE
2015-04-10,2014,Orlando Magic,Toronto Raptors,99,101,FALSE
2015-04-10,2014,Atlanta Hawks,Charlotte Hornets,104,80,TRUE
2015-04-10,2014,Brooklyn Nets,Washington Wizards,117,80,TRUE
2015-04-10,2014,Cleveland Cavaliers,Boston Celtics,90,99,FALSE
2015-04-10,2014,Detroit Pistons,Indiana Pacers,103,107,FALSE
2015-04-10,2014,New York Knicks,Milwaukee Bucks,91,99,FALSE
2015-04-10,2014,Houston Rockets,San Antonio Spurs,103,104,FALSE
2015-04-10,2014,New Orleans Pelicans,Phoenix Suns,90,75,TRUE
2015-04-10,2014,Oklahoma City Thunder,Sacramento Kings,116,103,TRUE
2015-04-10,2014,Denver Nuggets,Dallas Mavericks,143,144,FALSE
2015-04-10,2014,Utah Jazz,Memphis Grizzlies,88,89,FALSE
2015-04-10,2014,Los Angeles Lakers,Minnesota Timberwolves,106,98,TRUE
2015-04-09,2014,Miami Heat,Chicago Bulls,78,89,FALSE
2015-04-09,2014,Golden State Warriors,Portland Trail Blazers,116,105,TRUE
2015-04-08,2014,Charlotte Hornets,Toronto Raptors,74,92,FALSE
2015-04-08,2014,Orlando Magic,Chicago Bulls,105,103,TRUE
2015-04-08,2014,Philadelphia 76ers,Washington Wizards,90,119,FALSE
2015-04-08,2014,Detroit Pistons,Boston Celtics,103,113,FALSE
2015-04-08,2014,Brooklyn Nets,Atlanta Hawks,111,114,FALSE
2015-04-08,2014,New York Knicks,Indiana Pacers,86,102,FALSE
2015-04-08,2014,Memphis Grizzlies,New Orleans Pelicans,110,74,TRUE
2015-04-08,2014,Milwaukee Bucks,Cleveland Cavaliers,99,104,FALSE
2015-04-08,2014,San Antonio Spurs,Houston Rockets,110,98,TRUE
2015-04-08,2014,Denver Nuggets,Los Angeles Lakers,119,101,TRUE
2015-04-08,2014,Utah Jazz,Sacramento Kings,103,91,TRUE
2015-04-08,2014,Dallas Mavericks,Phoenix Suns,107,104,TRUE
2015-04-08,2014,Portland Trail Blazers,Minnesota Timberwolves,116,91,TRUE
2015-04-07,2014,Atlanta Hawks,Phoenix Suns,96,69,TRUE
2015-04-07,2014,Miami Heat,Charlotte Hornets,105,100,TRUE
2015-04-07,2014,New Orleans Pelicans,Golden State Warriors,103,100,TRUE
2015-04-07,2014,Oklahoma City Thunder,San Antonio Spurs,88,113,FALSE
2015-04-07,2014,Sacramento Kings,Minnesota Timberwolves,116,111,TRUE
2015-04-07,2014,Los Angeles Clippers,Los Angeles Lakers,105,100,TRUE
2015-04-06,2014,Brooklyn Nets,Portland Trail Blazers,106,96,TRUE
2015-04-05,2014,Oklahoma City Thunder,Houston Rockets,112,115,FALSE
2015-04-05,2014,Cleveland Cavaliers,Chicago Bulls,99,94,TRUE
2015-04-05,2014,Indiana Pacers,Miami Heat,112,89,TRUE
2015-04-05,2014,San Antonio Spurs,Golden State Warriors,107,92,TRUE
2015-04-05,2014,New York Knicks,Philadelphia 76ers,101,91,TRUE
2015-04-05,2014,Sacramento Kings,Utah Jazz,95,101,FALSE
2015-04-05,2014,Los Angeles Lakers,Los Angeles Clippers,78,106,FALSE
2015-04-04,2014,Charlotte Hornets,Philadelphia 76ers,92,91,TRUE
2015-04-04,2014,Atlanta Hawks,Brooklyn Nets,131,99,TRUE
2015-04-04,2014,Detroit Pistons,Miami Heat,99,98,TRUE
2015-04-04,2014,Toronto Raptors,Boston Celtics,116,117,FALSE
2015-04-04,2014,Memphis Grizzlies,Washington Wizards,83,92,FALSE
2015-04-04,2014,Dallas Mavericks,Golden State Warriors,110,123,FALSE
2015-04-04,2014,Milwaukee Bucks,Orlando Magic,90,97,FALSE
2015-04-04,2014,Denver Nuggets,Los Angeles Clippers,92,107,FALSE
2015-04-04,2014,Phoenix Suns,Utah Jazz,87,85,TRUE
2015-04-04,2014,Portland Trail Blazers,New Orleans Pelicans,99,90,TRUE
2015-04-03,2014,Indiana Pacers,Charlotte Hornets,93,74,TRUE
2015-04-03,2014,Washington Wizards,New York Knicks,101,87,TRUE
2015-04-03,2014,Boston Celtics,Milwaukee Bucks,101,110,FALSE
2015-04-03,2014,Brooklyn Nets,Toronto Raptors,114,109,TRUE
2015-04-03,2014,Chicago Bulls,Detroit Pistons,88,82,TRUE
